id_venta,fecha,id_cliente,pais,sucursal,producto,categoria,cantidad,precio_unitario,canal,metodo_pago
6139,2025-11-08,105006,Guatemala,Sucursal-23,Impresora Laser,Impresion,3,1256.55,Web,PayPal
6140,2025-03-15,34974,Estados Unidos,Sucursal-1,Audifonos BT,Audio,6,379.69,Tienda,Transferencia
6141,2025-02-01,47155,Honduras,Sucursal-25,Teclado Mecanico,Accesorios,1,417.86,Tienda,PayPal
6142,2025-10-12,67735,Honduras,Sucursal-26,Laptop Pro 14,Computadoras,6,8761.46,Tienda,Efectivo
6143,2025-10-12,86613,Guatemala,Sucursal-26,USB 64GB,Almacenamiento,8,88.28,App,Tarjeta
6144,2025-04-18,59776,Mexico,Sucursal-10,Audifonos BT,Audio,4,370.7,Tienda,Tarjeta
6145,2026-04-14,25306,Mexico,Sucursal-10,USB 64GB,Almacenamiento,6,84.25,App,Efectivo
6146,2026-04-27,29121,Mexico,Sucursal-11,USB 64GB,Almacenamiento,1,82.0,Web,PayPal
6147,2025-10-10,38456,El Salvador,Sucursal-9,Mouse Gamer X,Accesorios,6,192.74,Marketplace,Efectivo
6148,2025-04-19,98254,Honduras,Sucursal-19,Laptop Pro 14,Computadoras,1,9521.92,App,Transferencia
6149,2025-11-01,33621,El Salvador,Sucursal-8,Laptop Pro 14,Computadoras,6,9565.21,App,Transferencia
6150,2025-05-22,40790,Guatemala,Sucursal-21,Audifonos BT,Audio,6,289.37,Marketplace,Tarjeta
6151,2025-02-08,13142,Honduras,Sucursal-12,Router WiFi 6,Redes,1,657.37,App,Transferencia
6152,2025-03-19,99446,El Salvador,Sucursal-2,Laptop Pro 14,Computadoras,3,8914.35,App,Transferencia
6153,2025-06-28,47048,Estados Unidos,Sucursal-5,Audifonos BT,Audio,8,343.49,Web,PayPal
6154,2025-07-31,116728,Guatemala,Sucursal-9,Monitor 24,Monitores,7,1467.8,App,Transferencia
6155,2026-02-03,114670,Honduras,Sucursal-15,Audifonos BT,Audio,5,356.27,App,Tarjeta
6156,2026-04-05,79477,Estados Unidos,Sucursal-7,Monitor 24,Monitores,3,1284.61,Tienda,Tarjeta
6157,2026-02-28,23105,Estados Unidos,Sucursal-21,Audifonos BT,Audio,2,322.25,Marketplace,Transferencia
6158,2025-05-05,10831,Estados Unidos,Sucursal-13,USB 64GB,Almacenamiento,1,72.73,Web,Transferencia
6159,2025-03-31,100557,Estados Unidos,Sucursal-4,Impresora Laser,Impresion,8,1669.26,App,PayPal
6160,2025-11-10,47847,Mexico,Sucursal-30,Teclado Mecanico,Accesorios,7,478.38,Web,PayPal
6161,2025-07-29,60934,Mexico,Sucursal-1,Impresora Laser,Impresion,4,1633.45,App,Efectivo
6162,2025-05-19,91634,Guatemala,Sucursal-11,Impresora Laser,Impresion,8,1268.06,Marketplace,PayPal
6163,2025-01-06,49109,El Salvador,Sucursal-3,Router WiFi 6,Redes,6,799.02,App,Tarjeta
6164,2026-04-24,115037,Mexico,Sucursal-12,Laptop Pro 14,Computadoras,1,9849.15,Marketplace,Efectivo
6165,2025-05-16,79211,Estados Unidos,Sucursal-8,Silla Ergonomica,Muebles,6,1720.46,Tienda,Efectivo
6166,2026-03-09,23526,El Salvador,Sucursal-7,Teclado Mecanico,Accesorios,6,394.58,Web,PayPal
6167,2025-02-24,90994,Mexico,Sucursal-16,Teclado Mecanico,Accesorios,3,411.37,Tienda,Tarjeta
6168,2026-05-10,10659,Guatemala,Sucursal-18,Mouse Gamer X,Accesorios,8,198.25,App,Transferencia
6169,2025-08-06,110477,Guatemala,Sucursal-23,Audifonos BT,Audio,3,298.82,Marketplace,PayPal
6170,2026-02-09,46489,Honduras,Sucursal-3,Teclado Mecanico,Accesorios,3,427.9,Tienda,Transferencia
6171,2025-04-08,93941,Mexico,Sucursal-26,USB 64GB,Almacenamiento,7,77.19,App,Transferencia
6172,2025-08-24,40841,Estados Unidos,Sucursal-10,Teclado Mecanico,Accesorios,5,421.85,Marketplace,Transferencia
6173,2025-09-03,90301,El Salvador,Sucursal-1,Audifonos BT,Audio,6,365.06,App,Tarjeta
6174,2025-07-14,44598,Guatemala,Sucursal-25,Laptop Pro 14,Computadoras,5,7821.85,App,PayPal
6175,2025-12-01,26112,Guatemala,Sucursal-9,Monitor 24,Monitores,2,1205.33,Web,Tarjeta
6176,2026-02-06,63371,Guatemala,Sucursal-1,Impresora Laser,Impresion,8,1454.34,Tienda,Efectivo
6177,2025-08-20,112669,Honduras,Sucursal-16,Router WiFi 6,Redes,1,756.72,Tienda,PayPal
6178,2025-06-13,92071,Honduras,Sucursal-20,USB 64GB,Almacenamiento,6,70.52,Tienda,Transferencia
6179,2026-05-16,36620,Guatemala,Sucursal-6,Laptop Pro 14,Computadoras,1,9768.67,Web,Efectivo
6180,2025-05-26,82784,Estados Unidos,Sucursal-18,Mouse Gamer X,Accesorios,4,209.89,App,Efectivo
6181,2025-10-08,85688,Guatemala,Sucursal-18,SSD 1TB,Almacenamiento,1,606.55,Tienda,Tarjeta
6182,2026-03-18,92513,Guatemala,Sucursal-12,Teclado Mecanico,Accesorios,3,515.86,Tienda,Transferencia
6183,2025-10-15,101310,Mexico,Sucursal-6,Laptop Pro 14,Computadoras,5,8769.2,Tienda,Transferencia
6184,2025-06-04,28770,Estados Unidos,Sucursal-30,Monitor 24,Monitores,7,1170.68,App,Efectivo
6185,2025-09-13,87170,Mexico,Sucursal-1,USB 64GB,Almacenamiento,8,71.92,App,Tarjeta
6186,2025-07-11,4215,Honduras,Sucursal-14,Mouse Gamer X,Accesorios,5,215.92,Tienda,Transferencia
6187,2025-09-05,52191,Estados Unidos,Sucursal-22,Teclado Mecanico,Accesorios,8,395.98,Web,Efectivo
6188,2026-01-11,103513,Mexico,Sucursal-12,Laptop Pro 14,Computadoras,4,7558.03,App,Tarjeta
6189,2025-10-11,85892,El Salvador,Sucursal-23,USB 64GB,Almacenamiento,4,71.56,App,Transferencia
6190,2025-12-07,45563,Estados Unidos,Sucursal-4,Mouse Gamer X,Accesorios,8,214.33,Tienda,Tarjeta
6191,2025-11-26,61611,Guatemala,Sucursal-26,Silla Ergonomica,Muebles,8,1655.19,Marketplace,Transferencia
6192,2025-07-02,109469,Estados Unidos,Sucursal-2,Monitor 24,Monitores,4,1118.94,App,Tarjeta
6193,2025-02-09,6118,Guatemala,Sucursal-24,Silla Ergonomica,Muebles,2,1839.67,Tienda,Tarjeta
6194,2026-03-01,88591,Estados Unidos,Sucursal-21,Impresora Laser,Impresion,5,1417.73,App,Tarjeta
6195,2025-01-29,41128,Mexico,Sucursal-1,Impresora Laser,Impresion,4,1676.81,Marketplace,Transferencia
6196,2025-02-04,36706,El Salvador,Sucursal-5,Teclado Mecanico,Accesorios,1,470.67,Marketplace,Tarjeta
6197,2025-02-16,74780,Estados Unidos,Sucursal-27,Teclado Mecanico,Accesorios,7,515.67,Web,Efectivo
6198,2026-02-22,82871,Guatemala,Sucursal-24,Impresora Laser,Impresion,7,1260.46,Tienda,PayPal
6199,2026-02-12,111300,Honduras,Sucursal-2,Audifonos BT,Audio,4,317.7,Marketplace,PayPal
6200,2025-04-28,94703,Honduras,Sucursal-25,Teclado Mecanico,Accesorios,6,422.09,Marketplace,Efectivo
6201,2026-02-24,61138,Estados Unidos,Sucursal-13,Silla Ergonomica,Muebles,6,1625.15,Web,Efectivo
6202,2025-03-06,97588,Honduras,Sucursal-28,Silla Ergonomica,Muebles,1,1894.95,Tienda,Efectivo
6203,2026-05-06,51858,Honduras,Sucursal-19,USB 64GB,Almacenamiento,7,73.53,App,Transferencia
6204,2025-07-07,13481,Honduras,Sucursal-9,USB 64GB,Almacenamiento,5,76.23,Tienda,Transferencia
6205,2025-07-15,88252,El Salvador,Sucursal-12,Silla Ergonomica,Muebles,5,1880.75,Marketplace,Efectivo
6206,2025-04-19,78862,Honduras,Sucursal-15,Router WiFi 6,Redes,2,808.34,App,PayPal
6207,2026-02-17,57962,El Salvador,Sucursal-26,USB 64GB,Almacenamiento,7,79.02,Tienda,Tarjeta
6208,2025-09-05,70689,Guatemala,Sucursal-13,Router WiFi 6,Redes,2,777.79,Web,Efectivo
6209,2025-08-07,53961,Honduras,Sucursal-3,Monitor 24,Monitores,8,1251.23,Marketplace,PayPal
6210,2025-09-03,92076,Estados Unidos,Sucursal-8,USB 64GB,Almacenamiento,3,71.12,Tienda,Transferencia
6211,2026-02-15,75226,Estados Unidos,Sucursal-28,Impresora Laser,Impresion,1,1447.17,Marketplace,PayPal
6212,2025-12-05,78139,Guatemala,Sucursal-5,Monitor 24,Monitores,5,1159.4,Tienda,Efectivo
6213,2025-04-07,26491,Honduras,Sucursal-11,Audifonos BT,Audio,6,305.39,Tienda,PayPal
6214,2026-03-11,60740,Guatemala,Sucursal-22,Audifonos BT,Audio,3,335.52,App,Efectivo
6215,2025-03-15,13562,Estados Unidos,Sucursal-24,USB 64GB,Almacenamiento,6,81.92,App,Efectivo
6216,2025-02-23,22456,El Salvador,Sucursal-26,Silla Ergonomica,Muebles,7,1911.2,Marketplace,PayPal
6217,2026-01-16,1683,Guatemala,Sucursal-2,Impresora Laser,Impresion,1,1607.47,Web,PayPal
6218,2026-03-19,67293,Guatemala,Sucursal-17,Silla Ergonomica,Muebles,1,1818.05,Web,PayPal
6219,2025-10-16,78888,Mexico,Sucursal-18,Monitor 24,Monitores,8,1340.67,Tienda,PayPal
6220,2025-07-04,107362,Honduras,Sucursal-13,Impresora Laser,Impresion,1,1266.79,Tienda,Efectivo
6221,2025-06-08,98607,El Salvador,Sucursal-28,Monitor 24,Monitores,8,1479.46,Tienda,Tarjeta
6222,2025-04-08,83948,Estados Unidos,Sucursal-7,Impresora Laser,Impresion,5,1666.7,Marketplace,Transferencia
6223,2025-05-20,102396,Guatemala,Sucursal-20,Monitor 24,Monitores,4,1444.98,Tienda,Efectivo
6224,2025-01-23,68073,Estados Unidos,Sucursal-19,Teclado Mecanico,Accesorios,5,488.24,Tienda,Transferencia
6225,2026-04-10,72011,Estados Unidos,Sucursal-2,Mouse Gamer X,Accesorios,8,198.37,Marketplace,Transferencia
6226,2025-10-24,80504,El Salvador,Sucursal-13,Teclado Mecanico,Accesorios,5,408.51,Tienda,PayPal
6227,2025-09-02,110796,El Salvador,Sucursal-25,Mouse Gamer X,Accesorios,5,201.0,App,PayPal
6228,2025-11-20,62724,El Salvador,Sucursal-11,Audifonos BT,Audio,2,295.56,Web,Transferencia
6229,2025-01-16,71281,Guatemala,Sucursal-26,Teclado Mecanico,Accesorios,5,437.09,Web,PayPal
6230,2025-06-16,54905,Guatemala,Sucursal-15,SSD 1TB,Almacenamiento,5,684.94,Web,Transferencia
6231,2025-09-11,9826,Guatemala,Sucursal-17,Monitor 24,Monitores,4,1186.17,Tienda,Transferencia
6232,2026-01-20,21592,Mexico,Sucursal-27,Audifonos BT,Audio,1,343.44,Marketplace,PayPal
6233,2025-04-15,67035,Estados Unidos,Sucursal-25,Audifonos BT,Audio,6,346.89,Tienda,Transferencia
6234,2025-09-03,24419,Guatemala,Sucursal-5,Teclado Mecanico,Accesorios,6,400.18,Web,Efectivo
6235,2025-01-12,29482,Mexico,Sucursal-26,Impresora Laser,Impresion,4,1688.2,App,Efectivo
6236,2025-10-28,16374,Estados Unidos,Sucursal-21,Silla Ergonomica,Muebles,8,1445.44,Web,Transferencia
6237,2025-11-23,51689,Honduras,Sucursal-15,Router WiFi 6,Redes,5,678.94,Tienda,Efectivo
6238,2025-05-07,6495,El Salvador,Sucursal-12,SSD 1TB,Almacenamiento,3,657.59,Tienda,Efectivo
6239,2026-03-13,87134,Mexico,Sucursal-14,Impresora Laser,Impresion,2,1290.28,Marketplace,Efectivo
6240,2026-05-04,23057,Guatemala,Sucursal-3,Teclado Mecanico,Accesorios,6,488.42,Web,PayPal
6241,2025-07-29,119458,Honduras,Sucursal-4,Monitor 24,Monitores,5,1381.83,Tienda,Efectivo
6242,2025-12-07,17610,Guatemala,Sucursal-18,Silla Ergonomica,Muebles,1,1764.02,Tienda,Efectivo
6243,2026-02-10,44601,Estados Unidos,Sucursal-21,Mouse Gamer X,Accesorios,3,190.87,Tienda,Tarjeta
6244,2026-03-09,56296,Mexico,Sucursal-1,Mouse Gamer X,Accesorios,5,175.99,Tienda,Efectivo
6245,2025-08-01,32067,Mexico,Sucursal-7,Silla Ergonomica,Muebles,3,1816.2,App,PayPal
6246,2026-04-05,22984,Honduras,Sucursal-6,Mouse Gamer X,Accesorios,7,179.14,App,Efectivo
6247,2025-05-22,10003,Mexico,Sucursal-29,Teclado Mecanico,Accesorios,6,382.75,App,Tarjeta
6248,2026-01-23,33096,Honduras,Sucursal-16,Monitor 24,Monitores,7,1283.71,Marketplace,PayPal
6249,2026-01-14,87303,El Salvador,Sucursal-9,Laptop Pro 14,Computadoras,5,8766.83,Marketplace,Tarjeta
6250,2025-03-19,112724,Guatemala,Sucursal-21,USB 64GB,Almacenamiento,7,69.41,Marketplace,Transferencia
6251,2026-02-23,116319,Honduras,Sucursal-30,Monitor 24,Monitores,8,1306.17,Marketplace,Tarjeta
6252,2026-04-11,53066,Guatemala,Sucursal-19,Audifonos BT,Audio,5,324.85,App,Transferencia
6253,2026-02-10,92544,Estados Unidos,Sucursal-14,Monitor 24,Monitores,2,1383.01,Web,PayPal
6254,2026-01-22,51258,Estados Unidos,Sucursal-22,Router WiFi 6,Redes,5,633.45,Web,Efectivo
6255,2025-03-27,30935,El Salvador,Sucursal-21,Impresora Laser,Impresion,1,1415.26,Marketplace,Efectivo
6256,2025-04-26,89688,El Salvador,Sucursal-26,Audifonos BT,Audio,1,314.66,App,Tarjeta
6257,2025-04-26,54908,Guatemala,Sucursal-11,Silla Ergonomica,Muebles,1,1842.71,Tienda,Efectivo
6258,2025-05-11,82249,Estados Unidos,Sucursal-22,Teclado Mecanico,Accesorios,1,462.53,Web,Transferencia
6259,2025-09-23,49564,El Salvador,Sucursal-16,Teclado Mecanico,Accesorios,6,389.99,App,Transferencia
6260,2026-02-03,82560,Guatemala,Sucursal-19,Laptop Pro 14,Computadoras,4,7964.68,App,Efectivo
6261,2025-07-01,19134,Honduras,Sucursal-21,Monitor 24,Monitores,2,1421.18,App,Transferencia
6262,2025-05-28,27304,Honduras,Sucursal-8,Silla Ergonomica,Muebles,8,1586.47,Web,PayPal
6263,2026-01-19,115671,Guatemala,Sucursal-1,USB 64GB,Almacenamiento,3,89.82,Web,Transferencia
6264,2026-01-20,114620,El Salvador,Sucursal-30,Teclado Mecanico,Accesorios,8,489.04,Tienda,PayPal
6265,2026-03-23,111458,Guatemala,Sucursal-17,Monitor 24,Monitores,5,1467.93,Tienda,Tarjeta
6266,2025-06-23,16136,Mexico,Sucursal-25,Impresora Laser,Impresion,1,1586.79,Tienda,Tarjeta
6267,2025-05-16,98915,Mexico,Sucursal-7,Teclado Mecanico,Accesorios,6,427.68,Tienda,Efectivo
6268,2025-05-10,114085,Honduras,Sucursal-3,Monitor 24,Monitores,2,1435.75,Web,Tarjeta
6269,2026-05-11,119134,Mexico,Sucursal-10,Router WiFi 6,Redes,4,801.92,Web,Efectivo
6270,2025-06-12,87523,Estados Unidos,Sucursal-15,Mouse Gamer X,Accesorios,3,203.2,Tienda,PayPal
6271,2025-08-26,55042,Guatemala,Sucursal-11,Teclado Mecanico,Accesorios,2,417.16,App,Tarjeta
6272,2026-02-07,88333,Honduras,Sucursal-24,Laptop Pro 14,Computadoras,5,7588.92,App,Transferencia
6273,2025-06-24,112753,Mexico,Sucursal-28,Teclado Mecanico,Accesorios,2,382.76,Marketplace,PayPal
6274,2026-02-03,4152,Honduras,Sucursal-3,Mouse Gamer X,Accesorios,4,177.39,App,PayPal
6275,2025-11-27,26870,Estados Unidos,Sucursal-3,Silla Ergonomica,Muebles,2,1393.84,Marketplace,PayPal
6276,2025-04-24,28895,Mexico,Sucursal-5,Audifonos BT,Audio,6,354.67,Marketplace,Efectivo
6277,2025-09-25,59196,El Salvador,Sucursal-1,Teclado Mecanico,Accesorios,5,528.58,App,Transferencia
6278,2026-03-22,106635,Guatemala,Sucursal-12,Monitor 24,Monitores,8,1168.8,Marketplace,PayPal
6279,2026-01-15,102273,Estados Unidos,Sucursal-22,SSD 1TB,Almacenamiento,1,743.23,App,PayPal
6280,2025-08-05,59528,Estados Unidos,Sucursal-26,USB 64GB,Almacenamiento,8,67.24,App,Tarjeta
6281,2025-09-14,90866,Guatemala,Sucursal-22,Teclado Mecanico,Accesorios,4,524.62,Tienda,Efectivo
6282,2025-07-03,19287,Guatemala,Sucursal-12,USB 64GB,Almacenamiento,3,86.06,Marketplace,Tarjeta
6283,2025-03-14,19434,Honduras,Sucursal-25,Router WiFi 6,Redes,3,778.03,Tienda,Efectivo
6284,2026-03-14,81907,Mexico,Sucursal-26,USB 64GB,Almacenamiento,1,73.15,Marketplace,Tarjeta
6285,2026-02-20,21096,Honduras,Sucursal-1,USB 64GB,Almacenamiento,8,74.7,Tienda,Transferencia
6286,2025-09-26,97067,Mexico,Sucursal-17,Silla Ergonomica,Muebles,5,1638.57,Tienda,Efectivo
6287,2025-04-25,116288,Guatemala,Sucursal-4,Impresora Laser,Impresion,7,1374.83,Tienda,Tarjeta
6288,2025-05-19,21673,Mexico,Sucursal-17,Laptop Pro 14,Computadoras,5,8876.5,Tienda,Efectivo
6289,2025-02-14,26514,Honduras,Sucursal-4,Router WiFi 6,Redes,5,614.54,Web,Transferencia
6290,2025-10-20,107486,Mexico,Sucursal-6,SSD 1TB,Almacenamiento,7,594.65,Marketplace,Tarjeta
6291,2025-02-18,73885,Guatemala,Sucursal-22,USB 64GB,Almacenamiento,5,67.54,Web,Tarjeta
6292,2025-12-14,1470,Estados Unidos,Sucursal-1,Mouse Gamer X,Accesorios,2,155.22,Tienda,Tarjeta
6293,2025-10-15,90465,Honduras,Sucursal-13,Impresora Laser,Impresion,1,1276.85,Web,Efectivo
6294,2026-03-30,118185,Honduras,Sucursal-23,Laptop Pro 14,Computadoras,5,7409.82,Marketplace,Tarjeta
6295,2025-01-23,98677,El Salvador,Sucursal-19,Laptop Pro 14,Computadoras,1,9797.61,App,Transferencia
6296,2025-07-13,84095,Guatemala,Sucursal-10,Impresora Laser,Impresion,6,1430.84,Marketplace,Tarjeta
6297,2025-09-20,36875,Mexico,Sucursal-7,Router WiFi 6,Redes,4,711.33,Tienda,Tarjeta
6298,2026-01-26,3943,Honduras,Sucursal-5,Laptop Pro 14,Computadoras,8,8379.57,Web,Transferencia
6299,2025-03-11,22597,El Salvador,Sucursal-18,Monitor 24,Monitores,4,1409.05,Tienda,Transferencia
6300,2026-04-01,64645,Guatemala,Sucursal-28,Mouse Gamer X,Accesorios,5,162.29,Web,Efectivo
6301,2025-03-20,48069,El Salvador,Sucursal-18,Silla Ergonomica,Muebles,2,1541.01,Web,PayPal
6302,2025-09-14,30249,Estados Unidos,Sucursal-28,USB 64GB,Almacenamiento,2,74.61,Web,PayPal
6303,2025-03-08,107168,Guatemala,Sucursal-8,USB 64GB,Almacenamiento,3,85.67,Tienda,Transferencia
6304,2025-12-20,38163,Guatemala,Sucursal-11,SSD 1TB,Almacenamiento,8,702.07,Web,Transferencia
6305,2025-06-27,39817,Guatemala,Sucursal-20,Mouse Gamer X,Accesorios,5,184.08,Marketplace,Transferencia
6306,2025-02-11,76770,Estados Unidos,Sucursal-30,Monitor 24,Monitores,4,1429.31,Web,PayPal
6307,2026-05-15,46340,Mexico,Sucursal-27,Mouse Gamer X,Accesorios,3,187.13,Tienda,Tarjeta
6308,2025-07-29,75432,Estados Unidos,Sucursal-29,SSD 1TB,Almacenamiento,7,623.38,Web,Efectivo
6309,2025-04-16,99510,Mexico,Sucursal-9,Silla Ergonomica,Muebles,2,1434.33,Web,Efectivo
6310,2025-12-27,44756,El Salvador,Sucursal-8,SSD 1TB,Almacenamiento,8,687.68,Marketplace,Transferencia
6311,2025-07-05,54533,Guatemala,Sucursal-18,SSD 1TB,Almacenamiento,4,621.87,App,Efectivo
6312,2025-12-23,79849,El Salvador,Sucursal-9,Mouse Gamer X,Accesorios,3,211.31,Marketplace,Tarjeta
6313,2025-12-05,45643,Mexico,Sucursal-24,Silla Ergonomica,Muebles,2,1559.09,Marketplace,Tarjeta
6314,2026-03-27,33555,Mexico,Sucursal-8,Silla Ergonomica,Muebles,2,1908.77,Web,Tarjeta
6315,2026-03-03,54336,Guatemala,Sucursal-15,SSD 1TB,Almacenamiento,4,702.45,Web,Transferencia
6316,2025-06-03,68469,Guatemala,Sucursal-11,Router WiFi 6,Redes,3,770.62,Web,Tarjeta
6317,2025-01-25,79420,Estados Unidos,Sucursal-21,SSD 1TB,Almacenamiento,5,765.03,Tienda,Transferencia
6318,2025-11-20,118842,El Salvador,Sucursal-16,Audifonos BT,Audio,8,320.85,Marketplace,Tarjeta
6319,2025-09-21,74062,Mexico,Sucursal-25,Teclado Mecanico,Accesorios,8,535.48,Web,Transferencia
6320,2025-01-03,82324,Estados Unidos,Sucursal-19,SSD 1TB,Almacenamiento,2,731.21,Marketplace,Tarjeta
6321,2025-08-04,111341,El Salvador,Sucursal-24,Laptop Pro 14,Computadoras,2,8437.62,Marketplace,Transferencia
6322,2026-01-23,41950,Estados Unidos,Sucursal-15,Router WiFi 6,Redes,2,595.7,App,Efectivo
6323,2026-01-06,94840,Guatemala,Sucursal-29,Monitor 24,Monitores,4,1151.65,Tienda,Efectivo
6324,2025-08-03,96678,Estados Unidos,Sucursal-24,Laptop Pro 14,Computadoras,3,7743.49,Marketplace,Tarjeta
6325,2025-06-02,37695,Guatemala,Sucursal-20,Silla Ergonomica,Muebles,5,1607.7,Web,Efectivo
6326,2026-05-01,68092,Honduras,Sucursal-10,Impresora Laser,Impresion,5,1456.43,Web,Transferencia
6327,2025-04-13,75387,Guatemala,Sucursal-1,Teclado Mecanico,Accesorios,8,539.4,App,Tarjeta
6328,2025-10-21,45673,Guatemala,Sucursal-12,SSD 1TB,Almacenamiento,7,744.86,Tienda,Efectivo
6329,2025-10-02,35165,Mexico,Sucursal-15,Monitor 24,Monitores,1,1333.15,Marketplace,Transferencia
6330,2025-04-25,24106,Guatemala,Sucursal-3,Router WiFi 6,Redes,8,656.56,App,Efectivo
6331,2026-03-18,101576,Estados Unidos,Sucursal-20,Audifonos BT,Audio,2,363.1,App,PayPal
6332,2025-10-08,10500,Honduras,Sucursal-21,Audifonos BT,Audio,4,379.34,Web,Efectivo
6333,2025-03-06,53295,Mexico,Sucursal-2,Teclado Mecanico,Accesorios,4,394.66,Marketplace,PayPal
6334,2025-11-12,10150,Guatemala,Sucursal-28,USB 64GB,Almacenamiento,1,84.48,Web,Transferencia
6335,2026-02-13,105248,Estados Unidos,Sucursal-26,Silla Ergonomica,Muebles,7,1857.96,Tienda,PayPal
6336,2026-04-01,69140,Guatemala,Sucursal-16,Impresora Laser,Impresion,5,1591.28,Tienda,PayPal
6337,2025-06-12,89415,Estados Unidos,Sucursal-5,Audifonos BT,Audio,7,359.57,Marketplace,PayPal
6338,2025-07-08,57197,Honduras,Sucursal-17,Monitor 24,Monitores,7,1154.35,Tienda,Tarjeta
6339,2025-08-22,89568,Estados Unidos,Sucursal-12,USB 64GB,Almacenamiento,4,84.49,Tienda,Transferencia
6340,2026-01-24,10138,Guatemala,Sucursal-23,Teclado Mecanico,Accesorios,1,487.25,Marketplace,Efectivo
6341,2025-03-04,89319,Mexico,Sucursal-15,Mouse Gamer X,Accesorios,4,155.33,Marketplace,PayPal
6342,2026-05-08,54543,Guatemala,Sucursal-28,Laptop Pro 14,Computadoras,5,7367.81,App,Efectivo
6343,2025-12-28,83215,El Salvador,Sucursal-30,Mouse Gamer X,Accesorios,8,172.15,Web,Efectivo
6344,2026-05-15,115702,Estados Unidos,Sucursal-13,SSD 1TB,Almacenamiento,1,775.71,Marketplace,PayPal
6345,2026-03-10,60752,El Salvador,Sucursal-19,Audifonos BT,Audio,7,379.06,Web,Tarjeta
6346,2025-12-04,111816,Honduras,Sucursal-6,Silla Ergonomica,Muebles,1,1427.64,Marketplace,Efectivo
6347,2025-10-18,107589,Guatemala,Sucursal-30,Monitor 24,Monitores,8,1365.8,Marketplace,Efectivo
6348,2025-05-20,117662,Mexico,Sucursal-2,Silla Ergonomica,Muebles,5,1795.65,Tienda,Tarjeta
6349,2025-04-07,76349,Estados Unidos,Sucursal-8,Silla Ergonomica,Muebles,8,1856.23,Marketplace,PayPal
6350,2025-12-30,55288,El Salvador,Sucursal-7,Mouse Gamer X,Accesorios,5,202.18,App,Efectivo
6351,2025-11-21,32740,Honduras,Sucursal-24,Audifonos BT,Audio,6,371.72,Marketplace,Transferencia
6352,2025-05-28,93964,Guatemala,Sucursal-3,Impresora Laser,Impresion,8,1426.39,Marketplace,PayPal
6353,2025-12-20,116475,El Salvador,Sucursal-19,SSD 1TB,Almacenamiento,1,601.8,Marketplace,PayPal
6354,2025-09-02,27196,Honduras,Sucursal-13,SSD 1TB,Almacenamiento,5,645.36,Marketplace,Transferencia
6355,2026-04-13,55434,Guatemala,Sucursal-2,USB 64GB,Almacenamiento,6,77.82,App,Efectivo
6356,2025-11-25,19126,Mexico,Sucursal-27,Audifonos BT,Audio,6,380.44,Web,PayPal
6357,2025-05-31,83865,Mexico,Sucursal-1,USB 64GB,Almacenamiento,5,72.89,App,Efectivo
6358,2026-04-26,86914,Mexico,Sucursal-6,USB 64GB,Almacenamiento,8,79.99,Web,Tarjeta
6359,2025-06-25,109386,Guatemala,Sucursal-12,SSD 1TB,Almacenamiento,7,621.18,App,Efectivo
6360,2025-07-12,106414,El Salvador,Sucursal-21,Mouse Gamer X,Accesorios,3,193.44,App,Transferencia
6361,2025-12-13,43503,Estados Unidos,Sucursal-18,Impresora Laser,Impresion,8,1727.68,Marketplace,Tarjeta
6362,2025-07-22,50843,Mexico,Sucursal-25,Silla Ergonomica,Muebles,2,1776.51,Web,Efectivo
6363,2026-02-17,103539,El Salvador,Sucursal-10,Silla Ergonomica,Muebles,2,1571.05,App,PayPal
6364,2026-05-07,40811,Honduras,Sucursal-5,Router WiFi 6,Redes,1,754.02,App,Efectivo
6365,2025-05-01,24599,El Salvador,Sucursal-1,Laptop Pro 14,Computadoras,2,9147.1,Web,Transferencia
6366,2026-05-03,88278,Estados Unidos,Sucursal-4,USB 64GB,Almacenamiento,8,66.66,App,Tarjeta
6367,2026-03-05,15558,Estados Unidos,Sucursal-8,Audifonos BT,Audio,1,360.3,Marketplace,Efectivo
6368,2025-08-11,64247,Honduras,Sucursal-15,Router WiFi 6,Redes,3,804.48,Tienda,Efectivo
6369,2026-05-03,162,Honduras,Sucursal-19,Monitor 24,Monitores,3,1417.32,App,PayPal
6370,2025-05-27,43542,El Salvador,Sucursal-2,Laptop Pro 14,Computadoras,8,10021.58,Web,PayPal
6371,2026-04-30,67088,Estados Unidos,Sucursal-1,USB 64GB,Almacenamiento,3,74.32,App,Tarjeta
6372,2025-03-01,100447,Mexico,Sucursal-23,USB 64GB,Almacenamiento,3,87.16,Web,Transferencia
6373,2025-10-29,89069,El Salvador,Sucursal-2,Impresora Laser,Impresion,6,1522.15,Tienda,Transferencia
6374,2025-01-08,70051,El Salvador,Sucursal-29,Laptop Pro 14,Computadoras,5,8433.32,Web,PayPal
6375,2026-04-05,3525,Guatemala,Sucursal-19,Laptop Pro 14,Computadoras,6,9446.0,Tienda,PayPal
6376,2026-05-02,101622,Estados Unidos,Sucursal-27,Audifonos BT,Audio,3,336.81,Web,Transferencia
6377,2025-09-20,49360,Mexico,Sucursal-21,Laptop Pro 14,Computadoras,4,7761.0,Tienda,Tarjeta
6378,2025-03-19,51283,Guatemala,Sucursal-11,USB 64GB,Almacenamiento,6,72.09,Tienda,Efectivo
